Zscore	Pvalue	Cell	Tissue	File	Probe	Accession	Qvalue
-5.918	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14803.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00620024,cg00795812,cg00899659,cg01441777,cg01623438,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg02600394,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg04653308,cg04784315,cg05615150,cg05795313,cg05859264,cg05868799,cg06688396,cg06791867,cg07028533,cg07218880,cg08044694,cg08203715,cg08260891,cg08700306,cg09025324,cg09208010,cg09303642,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12640109,cg12971694,cg13652336,cg13765621,cg14870461,cg15125472,cg15227982,cg16465939,cg16692277,cg16872071,cg17186163,cg17296078,cg17714799,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20777437,cg21120249,cg21237418,cg21428681,cg21480743,cg22016649,cg22566906,cg22799850,cg22820108,cg22854223,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25832796,cg26660631,cg26806924	GSM595926	1.00e+00
-6.949	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23284.DS14815.twopass.merge150.wgt10.zgt2.wig	cg00620024,cg00795812,cg00899659,cg01968530,cg02225847,cg02227605,cg02275294,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg04784315,cg05615150,cg05795313,cg05868799,cg06688396,cg06759890,cg06791867,cg07028533,cg07218880,cg08044694,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09208010,cg09210315,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12640109,cg12836863,cg12971694,cg13652336,cg15125472,cg15146752,cg15227982,cg16465939,cg16692277,cg17001035,cg17186163,cg17714799,cg18741908,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20674521,cg20777437,cg21120249,cg21237418,cg21480743,cg22224704,cg22820108,cg22854223,cg23090046,cg23547429,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25832796,cg26660631,cg26806924	GSM595928	1.00e+00
-7.495	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23399.DS15453.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00795812,cg00899659,cg01441777,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02490034,cg02516189,cg02600394,cg02927346,cg03330678,cg03608974,cg03856723,cg04653308,cg04784315,cg05615150,cg05795313,cg05868799,cg06688396,cg06759890,cg06791867,cg07028533,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09499849,cg09830866,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg15125472,cg15227982,cg15674432,cg16465939,cg16692277,cg16872071,cg17001035,cg17186163,cg17296078,cg17356733,cg17714799,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg19963522,cg20674521,cg20764656,cg20777437,cg21120249,cg21237418,cg21428681,cg21480743,cg22016649,cg22224704,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg26206598,cg26660631,cg27485921	GSM665804	1.00e+00
-7.453	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-23548.DS16302.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00415993,cg00795812,cg00899659,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02600394,cg02927346,cg03608974,cg03856723,cg04502814,cg04784315,cg05615150,cg05795313,cg05868799,cg06688396,cg06759890,cg06810647,cg07028533,cg07218880,cg07924575,cg08044694,cg08203715,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12640109,cg13301014,cg13652336,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17714799,cg18338021,cg18752880,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg21120249,cg21237418,cg21428681,cg21480743,cg22224704,cg22319147,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25832796,cg25957124,cg26806924,cg27461196	GSM665819	1.00e+00
-5.407	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24279.DS20221.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00546897,cg00795812,cg00899659,cg01441777,cg01525376,cg01623438,cg01861509,cg01968530,cg02181506,cg02225847,cg02227605,cg02275294,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05106502,cg05615150,cg05795313,cg05868799,cg05989054,cg06653796,cg06688396,cg06791867,cg06849477,cg07028533,cg07218880,cg07239938,cg07730301,cg08044694,cg08203715,cg08260891,cg08700306,cg09025324,cg09208010,cg09499849,cg09624565,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15518883,cg15528736,cg15551881,cg15674432,cg16003913,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17496921,cg17714799,cg17740645,cg18096388,cg18338021,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21019522,cg21120249,cg21237418,cg21480743,cg21578541,cg22016649,cg22224704,cg22319147,cg22467534,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg26660631,cg27461196	GSM878650	1.00e+00
-5.033	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24297.DS20226.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00344372,cg00415993,cg00546897,cg00620024,cg00795812,cg00899659,cg01623438,cg01968530,cg02225847,cg02227605,cg02275294,cg02516189,cg02595219,cg02927346,cg03330678,cg03608974,cg03856723,cg04108240,cg04451770,cg04502814,cg04653308,cg04784315,cg05615150,cg05795313,cg05868799,cg06653796,cg06688396,cg06810647,cg06812844,cg07028533,cg07086380,cg07218880,cg08044694,cg08203715,cg08260891,cg08519905,cg08700306,cg09025324,cg09208010,cg09210315,cg09499849,cg09830866,cg10057295,cg10236239,cg10257049,cg10266490,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg12971694,cg13301014,cg13650156,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15518883,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17141902,cg17186163,cg17296078,cg17740645,cg18096388,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20651453,cg20674521,cg20777437,cg21030400,cg21120249,cg21237418,cg21480743,cg22224704,cg22319147,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23221013,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25432696,cg25832796,cg26206598,cg26660631	GSM878651	1.00e+00
-6.557	1.00e+00	Fetal_Brain	Fetal Brain	UW.Fetal_Brain.ChromatinAccessibility.H-24381.DS20231.twopass.merge150.wgt10.zgt2.wig	cg00328227,cg00415993,cg00795812,cg00899659,cg01441777,cg01623438,cg01968530,cg02181506,cg02225847,cg02227605,cg02275294,cg02595219,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg05615150,cg05795313,cg05868799,cg06688396,cg06791867,cg06810647,cg07028533,cg07218880,cg07239938,cg07730301,cg08044694,cg08203715,cg08260891,cg08368934,cg08519905,cg09025324,cg09037813,cg09208010,cg09499849,cg10057295,cg10236239,cg10257049,cg10266490,cg10287137,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg15227982,cg15528736,cg15674432,cg16465939,cg16692277,cg17001035,cg17186163,cg17296078,cg17356733,cg18338021,cg18350391,cg18741908,cg18752880,cg18959422,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20674521,cg20777437,cg21237418,cg21428681,cg21480743,cg22016649,cg22224704,cg22467534,cg22566906,cg22681784,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25432696,cg25623459,cg25832796,cg26660631	GSM878652	1.00e+00
-3.005	9.98e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-22662.DS12531.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01623438,cg01861509,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02490034,cg02516189,cg02595219,cg02635407,cg02927346,cg03330678,cg03608974,cg03856723,cg04451770,cg04502814,cg04653308,cg05044994,cg05501357,cg05615150,cg05795313,cg05868799,cg06147863,cg06688396,cg06759890,cg06791867,cg06810647,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10061138,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg13703437,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg15958424,cg16003913,cg16028753,cg16361890,cg16465939,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17714799,cg17740645,cg17813891,cg17952262,cg18096388,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20340242,cg20651453,cg20674521,cg20713492,cg21030400,cg21237418,cg21480743,cg22224704,cg22242539,cg22467534,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24926276,cg25028542,cg25050026,cg25832796,cg25957124,cg26206598,cg26728422,cg26980692,cg27461196,cg27485921	GSM530654	1.00e+00
-3.820	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-22727.DS12810.twopass.merge150.wgt10.zgt2.wig	cg00071250,cg00234961,cg00328227,cg00333528,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01525376,cg01526089,cg01636591,cg01861509,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02635407,cg02927346,cg03608974,cg03856723,cg04451770,cg04502814,cg05044994,cg05501357,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06791867,cg06849477,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08368934,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12045829,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15528736,cg15784615,cg15958424,cg16028753,cg16361890,cg16465939,cg16692277,cg17001035,cg17105014,cg17186163,cg17296078,cg17714799,cg17813891,cg17952262,cg18096388,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20651453,cg20674521,cg20713492,cg21019522,cg21030400,cg21237418,cg21428681,cg21480743,cg22224704,cg22242539,cg22319147,cg22467534,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24926276,cg25028542,cg25050026,cg25832796,cg25957124,cg26206598,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM530661	1.00e+00
-3.636	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23468.DS15839.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01182697,cg01441777,cg01526089,cg01697865,cg01968530,cg02212836,cg02225847,cg02227605,cg02240622,cg02275294,cg02595219,cg02600394,cg02635407,cg02927346,cg03548857,cg03608974,cg03801286,cg03856723,cg04502814,cg05044994,cg05501357,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06791867,cg06810647,cg06849477,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08399444,cg08519905,cg08700306,cg09001777,cg09025324,cg09037813,cg09208010,cg09210315,cg09303642,cg09499849,cg09626634,cg10057295,cg10236239,cg10257049,cg10266490,cg10287137,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg13301014,cg13652336,cg13765621,cg14511156,cg14870461,cg15055101,cg15125472,cg15146752,cg15227982,cg15248035,cg15352315,cg15528736,cg15674432,cg15784615,cg15958424,cg16003913,cg16028753,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17496921,cg17740645,cg17952262,cg18084554,cg18096388,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20070090,cg20651453,cg20674521,cg20713492,cg21019522,cg21030400,cg21120249,cg21237418,cg21400896,cg21428681,cg21480743,cg22016649,cg22088368,cg22224704,cg22442090,cg22467534,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24292612,cg24453664,cg24826867,cg24926276,cg25028542,cg25050026,cg25226014,cg25623459,cg25832796,cg25957124,cg26154999,cg26206598,cg26728422,cg26806924,cg26954174,cg27461196,cg27485921	GSM665811	1.00e+00
-4.187	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23500.DS16018.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01617750,cg01623438,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02374486,cg02595219,cg02600394,cg02635407,cg02927346,cg03608974,cg03856723,cg04108240,cg04451770,cg04502814,cg05037688,cg05044994,cg05501357,cg05615150,cg05795313,cg05868799,cg06154570,cg06688396,cg06759890,cg06810647,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09303642,cg09499849,cg09626634,cg09964921,cg10057295,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg12380764,cg12613344,cg12640109,cg12836863,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15958424,cg16003913,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17813891,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20651453,cg20654468,cg20674521,cg20713492,cg21237418,cg21428681,cg21480743,cg22224704,cg22319147,cg22467534,cg22799850,cg22820108,cg22854223,cg23090046,cg23140706,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg25028542,cg25050026,cg25432696,cg25832796,cg25957124,cg26154999,cg26206598,cg26806924,cg26954174,cg27461196,cg27485921	GSM665814	1.00e+00
-3.484	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23524.DS16146.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00344372,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01578324,cg01623438,cg01636591,cg01861509,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02490034,cg02595219,cg02635407,cg02927346,cg03330678,cg03608974,cg03856723,cg04353769,cg04451770,cg04502814,cg04653308,cg05044994,cg05501357,cg05508558,cg05615150,cg05795313,cg05868799,cg06154570,cg06653796,cg06688396,cg06759890,cg06791867,cg06810647,cg07028533,cg07086380,cg07218880,cg07728874,cg07730301,cg08044694,cg08203715,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10061138,cg10117369,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12535715,cg12640109,cg12836863,cg12907644,cg13301014,cg13652336,cg13703437,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15958424,cg16003913,cg16028753,cg16465939,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17714799,cg17952262,cg18096388,cg18350391,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20070090,cg20651453,cg20674521,cg20713492,cg21030400,cg21237418,cg21400896,cg21428681,cg21480743,cg21846903,cg22224704,cg22319147,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23140706,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25432696,cg25832796,cg25957124,cg26206598,cg26806924,cg26954174,cg27285056,cg27461196	GSM665817	1.00e+00
-4.518	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23589.DS16500.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02490034,cg02595219,cg02600394,cg02635407,cg02927346,cg03330678,cg03548857,cg03608974,cg03856723,cg04451770,cg04502814,cg05044994,cg05501357,cg05795313,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg06791867,cg06810647,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10981541,cg11657615,cg12045829,cg12640109,cg12836863,cg13301014,cg13652336,cg13765621,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15374234,cg15528736,cg15784615,cg15958424,cg16003913,cg16028753,cg16361890,cg16465939,cg16872071,cg17001035,cg17105014,cg17141902,cg17186163,cg17296078,cg17714799,cg17813891,cg17952262,cg18350391,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19843036,cg20070090,cg20651453,cg20654468,cg20674521,cg20713492,cg21120249,cg21237418,cg21428681,cg21480743,cg21846903,cg22224704,cg22442090,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23140706,cg23547429,cg23668631,cg23959705,cg24183958,cg24256211,cg24262469,cg24453664,cg24826867,cg25028542,cg25050026,cg25226014,cg25957124,cg26206598,cg26806924,cg26980692,cg27019278,cg27461196,cg27485921	GSM665824	1.00e+00
-1.881	9.69e-01	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23604.DS16582.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00333528,cg00415993,cg00620024,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01623438,cg01636591,cg01861509,cg01968530,cg02212836,cg02225847,cg02227605,cg02275294,cg02357714,cg02516189,cg02595219,cg02600394,cg02635407,cg02927346,cg03330678,cg03548857,cg03608974,cg03856723,cg04108240,cg04353769,cg04451770,cg04502814,cg04653308,cg05044994,cg05501357,cg05795313,cg05868799,cg06147863,cg06154570,cg06688396,cg06759890,cg06791867,cg06810647,cg06849477,cg07028533,cg07218880,cg07730301,cg07924575,cg08044694,cg08203715,cg08223235,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09624565,cg09626634,cg09868035,cg09964921,cg10057295,cg10117369,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg11939496,cg12535715,cg12640109,cg12836863,cg13301014,cg13652336,cg13765621,cg14511156,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15551881,cg15784615,cg15958424,cg16003913,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17714799,cg17740645,cg17952262,cg18096388,cg18350391,cg18638581,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20070090,cg20651453,cg20674521,cg20713492,cg21019522,cg21030400,cg21120249,cg21237418,cg21428681,cg21480743,cg21846903,cg22016649,cg22224704,cg22242539,cg22319147,cg22467534,cg22566906,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23140706,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg25028542,cg25050026,cg25623459,cg25832796,cg25957124,cg26206598,cg26728422,cg26806924,cg26954174,cg26980692,cg27461196,cg27485921	GSM665830	1.00e+00
-4.622	1.00e+00	Fetal_Heart	Fetal Heart	UW.Fetal_Heart.ChromatinAccessibility.H-23617.DS16621.twopass.merge150.wgt10.zgt2.wig	cg00234961,cg00328227,cg00415993,cg00795812,cg00899659,cg01040850,cg01441777,cg01526089,cg01617750,cg01623438,cg01636591,cg01861509,cg01968530,cg02225847,cg02227605,cg02275294,cg02595219,cg02600394,cg02635407,cg02927346,cg03330678,cg03608974,cg03856723,cg04502814,cg05044994,cg05501357,cg05795313,cg05868799,cg06147863,cg06688396,cg06759890,cg06791867,cg06810647,cg07028533,cg07086380,cg07218880,cg07730301,cg08044694,cg08203715,cg08223235,cg08260891,cg08399444,cg08519905,cg08700306,cg09025324,cg09037813,cg09208010,cg09499849,cg09626634,cg10057295,cg10148841,cg10236239,cg10257049,cg10266490,cg10275770,cg10287137,cg10981541,cg11657615,cg12640109,cg12836863,cg13301014,cg13652336,cg14870461,cg15125472,cg15146752,cg15227982,cg15352315,cg15528736,cg15784615,cg15958424,cg16028753,cg16361890,cg16465939,cg16692277,cg16872071,cg17001035,cg17105014,cg17186163,cg17296078,cg17356733,cg17714799,cg17740645,cg17952262,cg18096388,cg18350391,cg18741908,cg18752880,cg19154438,cg19280776,cg19399532,cg19491035,cg19531130,cg19700658,cg19843036,cg20070090,cg20651453,cg20674521,cg20713492,cg21120249,cg21237418,cg21428681,cg21480743,cg22016649,cg22224704,cg22442090,cg22467534,cg22681784,cg22689690,cg22799850,cg22820108,cg22854223,cg23090046,cg23140706,cg23547429,cg23668631,cg24183958,cg24256211,cg24262469,cg24453664,cg24643262,cg24826867,cg25028542,cg25050026,cg25832796,cg25957124,cg26154999,cg26206598,cg26660631,cg26728422,cg26806924,cg26954174,cg26980692,cg27019278,cg27461196	GSM665831	1.00e+00
